"","MGI.symbol","HGNC.symbol","Duplicate_HGNC","Duplicate_MGI","One_to_one"
"8429","Nlrp4f","NLRP4",TRUE,FALSE,FALSE
"8430","Olfr1257","OR4C46",TRUE,TRUE,FALSE
"8431","Zc3h12b","ZC3H12B",FALSE,FALSE,TRUE
"8432","Nup62","NUP62",FALSE,FALSE,TRUE
"8433","Derl1","DERL1",FALSE,FALSE,TRUE
"8434","Olfr729","OR4K5",FALSE,FALSE,TRUE
"8435","Kdm4c","KDM4C",FALSE,FALSE,TRUE
"8436","Cnksr1","CNKSR1",FALSE,FALSE,TRUE
"8437","Arrdc5","ARRDC5",FALSE,FALSE,TRUE
"8438","Sntb1","SNTB1",FALSE,FALSE,TRUE
"8439","Egln2","EGLN2",FALSE,FALSE,TRUE
"8440","Gabarapl2","GABARAPL2",FALSE,FALSE,TRUE
"8441","Fstl4","FSTL4",FALSE,FALSE,TRUE
"8442","Slc26a4","SLC26A4",FALSE,FALSE,TRUE
"8443","Lcorl","LCORL",FALSE,FALSE,TRUE
"8444","Fbxo34","FBXO34",FALSE,FALSE,TRUE
"8445","Npbwr1","NPBWR1",FALSE,FALSE,TRUE
"8446","Nfic","NFIC",FALSE,FALSE,TRUE
"8447","Eif3f","EIF3F",FALSE,FALSE,TRUE
"8448","Trav2","TRAV4",FALSE,FALSE,TRUE
"8449","Agtpbp1","AGTPBP1",FALSE,FALSE,TRUE
"8450","Cops5","COPS5",FALSE,FALSE,TRUE
"8451","Sh2b3","SH2B3",FALSE,FALSE,TRUE
"8452","Colec11","COLEC11",FALSE,FALSE,TRUE
"8453","Dctn3","DCTN3",FALSE,FALSE,TRUE
"8454","Dpysl5","DPYSL5",FALSE,FALSE,TRUE
"8455","Cd2bp2","CD2BP2",FALSE,FALSE,TRUE
"8456","Zkscan14","ZNF394",FALSE,FALSE,TRUE
"8457","Ano10","ANO10",FALSE,FALSE,TRUE
"8458","Areg","AREG",FALSE,FALSE,TRUE
"8459","Lmo4","LMO4",FALSE,FALSE,TRUE
"8460","Rftn1","RFTN1",FALSE,FALSE,TRUE
"8461","Il18bp","IL18BP",FALSE,FALSE,TRUE
"8462","Pou3f3","POU3F3",FALSE,FALSE,TRUE
"8463","Mir346","MIR346",FALSE,FALSE,TRUE
"8464","Rab18","RAB18",FALSE,FALSE,TRUE
"8465","Mars2","MARS2",FALSE,FALSE,TRUE
"8466","Park7","PARK7",FALSE,FALSE,TRUE
"8467","Spata9","SPATA9",FALSE,FALSE,TRUE
"8468","Atp6v0c","ATP6V0C",FALSE,FALSE,TRUE
"8469","Spr","SPR",FALSE,FALSE,TRUE
"8470","Il20rb","IL20RB",FALSE,FALSE,TRUE
"8471","Slc12a9","SLC12A9",FALSE,FALSE,TRUE
"8472","Lag3","LAG3",FALSE,FALSE,TRUE
"8473","Cebpa","CEBPA",FALSE,FALSE,TRUE
"8474","Cttn","CTTN",FALSE,FALSE,TRUE
"8475","Vwa8","VWA8",FALSE,FALSE,TRUE
"8476","Ruvbl1","RUVBL1",FALSE,FALSE,TRUE
"8477","Vsig2","VSIG2",FALSE,FALSE,TRUE
"8478","Cdpf1","CDPF1",FALSE,FALSE,TRUE
"8479","Cpa4","CPA4",FALSE,FALSE,TRUE
"8480","Snx4","SNX4",FALSE,FALSE,TRUE
"8481","Mta1","MTA1",FALSE,FALSE,TRUE
"8482","Rnf103","RNF103",FALSE,FALSE,TRUE
"8483","Chchd6","CHCHD6",FALSE,FALSE,TRUE
"8484","Olfr749","OR11H4",TRUE,FALSE,FALSE
"8485","Trim38","TRIM38",FALSE,FALSE,TRUE
"8486","Trbv3","TRBV2",FALSE,FALSE,TRUE
"8487","Znhit6","ZNHIT6",FALSE,FALSE,TRUE
"8488","Cep152","CEP152",FALSE,FALSE,TRUE
"8489","Rnf141","RNF141",FALSE,FALSE,TRUE
"8490","Kank1","KANK1",FALSE,FALSE,TRUE
"8491","Svep1","SVEP1",FALSE,FALSE,TRUE
"8492","Ephb4","EPHB4",FALSE,FALSE,TRUE
"8493","Rasd1","RASD1",FALSE,FALSE,TRUE
"8494","Hs3st2","HS3ST2",FALSE,FALSE,TRUE
"8495","Enpep","ENPEP",FALSE,FALSE,TRUE
"8496","Brix1","BRIX1",FALSE,FALSE,TRUE
"8497","Mia","MIA-RAB4B",FALSE,TRUE,FALSE
"8498","Mia","MIA",FALSE,TRUE,FALSE
"8499","Rasal3","RASAL3",FALSE,FALSE,TRUE
"8500","Sympk","SYMPK",FALSE,FALSE,TRUE
"8501","Bpgm","BPGM",FALSE,FALSE,TRUE
"8502","Snrpa","SNRPA",FALSE,FALSE,TRUE
"8503","Rbm15b","RBM15B",FALSE,FALSE,TRUE
"8504","Otoa","OTOA",FALSE,FALSE,TRUE
"8505","Eif5a","EIF5AL1",FALSE,TRUE,FALSE
"8506","Asb2","ASB2",FALSE,FALSE,TRUE
"8507","Dnajb13","DNAJB13",FALSE,FALSE,TRUE
"8508","Dmrta2","DMRTA2",FALSE,FALSE,TRUE
"8509","Naaa","NAAA",FALSE,FALSE,TRUE
"8510","Armcx4","ARMCX4",FALSE,FALSE,TRUE
"8511","Nt5dc2","NT5DC2",FALSE,FALSE,TRUE
"8512","Gm20820","SYCP3",TRUE,FALSE,FALSE
"8513","Scp2","SCP2",FALSE,FALSE,TRUE
"8514","Ube4a","UBE4A",FALSE,FALSE,TRUE
"8515","Noto","NOTO",FALSE,FALSE,TRUE
"8516","Guf1","GUF1",FALSE,FALSE,TRUE
"8517","Zdhhc14","ZDHHC14",FALSE,FALSE,TRUE
"8518","Dnaaf3","DNAAF3",FALSE,FALSE,TRUE
"8519","Nek6","NEK6",FALSE,FALSE,TRUE
"8520","Cdan1","CDAN1",FALSE,FALSE,TRUE
"8521","Gm5155","CEACAM21",TRUE,FALSE,FALSE
"8522","Sftpd","SFTPD",FALSE,FALSE,TRUE
"8523","Trim8","TRIM8",FALSE,FALSE,TRUE
"8524","Ercc1","ERCC1",FALSE,FALSE,TRUE
"8525","Rbpms2","RBPMS2",FALSE,FALSE,TRUE
"8526","Gabre","GABRE",FALSE,FALSE,TRUE
"8527","Cenpt","CENPT",FALSE,FALSE,TRUE
"8528","Lsp1","LSP1",FALSE,FALSE,TRUE
"8529","Ehd1","EHD1",FALSE,FALSE,TRUE
"8530","Slc12a2","SLC12A2",FALSE,FALSE,TRUE
"8531","Brpf3","BRPF3",FALSE,FALSE,TRUE
"8532","Itga1","ITGA1",FALSE,FALSE,TRUE
"8533","Zbtb26","ZBTB26",FALSE,FALSE,TRUE
"8534","Tmem18","TMEM18",FALSE,FALSE,TRUE
"8535","Rtel1","RTEL1",FALSE,TRUE,FALSE
"8536","Tmem63b","TMEM63B",FALSE,FALSE,TRUE
"8537","Cldn15","CLDN15",FALSE,FALSE,TRUE
"8538","Psmd12","PSMD12",FALSE,FALSE,TRUE
"8539","Fam71b","FAM71B",FALSE,FALSE,TRUE
"8540","Pkn1","PKN1",FALSE,FALSE,TRUE
"8541","Slc2a5","SLC2A5",FALSE,FALSE,TRUE
"8542","Ppp1r10","PPP1R10",FALSE,FALSE,TRUE
"8543","Ifitm6","IFITM1",FALSE,TRUE,FALSE
"8544","Reg3b","REG1B",TRUE,FALSE,FALSE
"8545","Angptl7","ANGPTL7",FALSE,FALSE,TRUE
"8546","Hexb","HEXB",FALSE,FALSE,TRUE
"8547","Mmp2","MMP2",FALSE,FALSE,TRUE
"8548","Rps6ka3","RPS6KA3",FALSE,FALSE,TRUE
"8549","Slc48a1","SLC48A1",FALSE,FALSE,TRUE
"8550","Mir151","MIR151A",FALSE,FALSE,TRUE
"8551","Scn4b","SCN4B",FALSE,FALSE,TRUE
"8552","Nrn1","NRN1",FALSE,FALSE,TRUE
"8553","Snx1","SNX1",FALSE,FALSE,TRUE
"8554","Tnfaip8l3","TNFAIP8L3",FALSE,FALSE,TRUE
"8555","Ms4a13","MS4A13",FALSE,FALSE,TRUE
"8556","Spp2","SPP2",FALSE,FALSE,TRUE
"8557","Cpa2","CPA2",FALSE,FALSE,TRUE
"8558","Ppp2r5b","PPP2R5B",FALSE,FALSE,TRUE
"8559","Slc13a3","SLC13A3",FALSE,FALSE,TRUE
"8560","Impdh1","IMPDH1",FALSE,FALSE,TRUE
"8561","Zfp473","ZNF473",FALSE,FALSE,TRUE
"8562","Gxylt1","GXYLT1",FALSE,FALSE,TRUE
"8563","Nprl2","NPRL2",FALSE,FALSE,TRUE
"8564","Nfkb2","NFKB2",FALSE,FALSE,TRUE
"8565","Gpatch2l","GPATCH2L",FALSE,FALSE,TRUE
"8566","Igdcc3","IGDCC3",FALSE,FALSE,TRUE
"8567","Cdh18","CDH18",FALSE,FALSE,TRUE
"8568","Olfr63","OR10H4",FALSE,TRUE,FALSE
"8569","Crkl","CRKL",FALSE,FALSE,TRUE
"8570","Col28a1","COL28A1",FALSE,FALSE,TRUE
"8571","Thrap3","THRAP3",FALSE,FALSE,TRUE
"8572","Olfr584","OR52R1",TRUE,FALSE,FALSE
"8573","Fam219a","FAM219A",FALSE,FALSE,TRUE
"8574","Tspan15","TSPAN15",FALSE,FALSE,TRUE
"8575","Armcx2","ARMCX2",FALSE,FALSE,TRUE
"8576","Trpm4","TRPM4",FALSE,FALSE,TRUE
"8577","Pira1","LILRB4",TRUE,TRUE,FALSE
"8578","Gli3","GLI3",FALSE,FALSE,TRUE
"8579","Taf9b","TAF9B",FALSE,FALSE,TRUE
"8580","Sppl2a","SPPL2A",FALSE,FALSE,TRUE
"8581","Atp2b3","ATP2B3",FALSE,FALSE,TRUE
"8582","Wdpcp","WDPCP",FALSE,FALSE,TRUE
"8583","Trim61","TRIM61",FALSE,FALSE,TRUE
"8584","Cpa1","CPA1",FALSE,FALSE,TRUE
"8585","Sorl1","SORL1",FALSE,FALSE,TRUE
"8586","Ubr5","UBR5",FALSE,FALSE,TRUE
"8587","Trim34b","TRIM6-TRIM34",TRUE,TRUE,FALSE
"8588","Trim34b","TRIM34",TRUE,TRUE,FALSE
"8589","Atl2","ATL2",FALSE,FALSE,TRUE
"8590","Stkld1","STKLD1",FALSE,FALSE,TRUE
"8591","Slc52a2","SLC52A2",FALSE,TRUE,FALSE
"8592","Ptpru","PTPRU",FALSE,FALSE,TRUE
"8593","Slc7a2","SLC7A2",FALSE,FALSE,TRUE
"8594","Tomt","TOMT",FALSE,TRUE,FALSE
"8595","Ushbp1","USHBP1",FALSE,FALSE,TRUE
"8596","Pdp1","PDP1",FALSE,FALSE,TRUE
"8597","Pde12","PDE12",FALSE,FALSE,TRUE
"8598","Atad5","ATAD5",FALSE,FALSE,TRUE
"8599","Dync1h1","DYNC1H1",FALSE,FALSE,TRUE
"8600","Ank1","ANK1",FALSE,FALSE,TRUE
"8601","Zcchc10","ZCCHC10",FALSE,FALSE,TRUE
"8602","Oxct2a","OXCT2",TRUE,FALSE,FALSE
"8603","Tmem223","TMEM223",FALSE,FALSE,TRUE
"8604","Gm21366","SYCP3",TRUE,FALSE,FALSE
"8605","Atg12","ATG12",FALSE,FALSE,TRUE
"8606","Ndufs4","NDUFS4",FALSE,FALSE,TRUE
"8607","Ralgapb","RALGAPB",FALSE,FALSE,TRUE
"8608","Prr27","PRR27",FALSE,FALSE,TRUE
"8609","Ablim2","ABLIM2",FALSE,FALSE,TRUE
"8610","Arhgef7","ARHGEF7",FALSE,FALSE,TRUE
"8611","Il33","IL33",FALSE,FALSE,TRUE
"8612","Kcnip3","KCNIP3",FALSE,FALSE,TRUE
"8613","En1","EN1",FALSE,FALSE,TRUE
"8614","Mprip","MPRIP",FALSE,FALSE,TRUE
"8615","Mapk1ip1","MAPK1IP1L",TRUE,FALSE,FALSE
"8616","Gmip","GMIP",FALSE,FALSE,TRUE
"8617","Fxr2","FXR2",FALSE,FALSE,TRUE
"8618","Ccng1","CCNG1",FALSE,FALSE,TRUE
"8619","Scamp1","SCAMP1",FALSE,FALSE,TRUE
"8620","Psma3","PSMA3",FALSE,FALSE,TRUE
"8621","Shb","SHB",FALSE,FALSE,TRUE
"8622","Zscan2","ZSCAN2",FALSE,FALSE,TRUE
"8623","Ghrh","GHRH",FALSE,FALSE,TRUE
"8624","Cwc22","CWC22",TRUE,FALSE,FALSE
"8625","Fgf1","FGF1",FALSE,FALSE,TRUE
"8626","Adam18","ADAM18",FALSE,FALSE,TRUE
"8627","Add2","ADD2",FALSE,FALSE,TRUE
"8628","Dync1li1","DYNC1LI1",FALSE,FALSE,TRUE
"8629","Zfp174","ZNF174",FALSE,FALSE,TRUE
"8630","Gprc5b","GPRC5B",FALSE,FALSE,TRUE
"8631","Dnph1","DNPH1",FALSE,FALSE,TRUE
"8632","Npas3","NPAS3",FALSE,FALSE,TRUE
"8633","Klf14","KLF14",FALSE,FALSE,TRUE
"8634","Zfp706","ZNF706",FALSE,FALSE,TRUE
"8635","Sult2a3","SULT2A1",TRUE,FALSE,FALSE
"8636","Sohlh1","SOHLH1",FALSE,FALSE,TRUE
"8637","L3mbtl3","L3MBTL3",FALSE,FALSE,TRUE
"8638","Polr2g","POLR2G",FALSE,FALSE,TRUE
"8639","Gm5426","ATP5MGL",TRUE,TRUE,FALSE
"8640","Dnajb6","DNAJB6",FALSE,FALSE,TRUE
"8641","Stoml2","STOML2",FALSE,FALSE,TRUE
"8642","Rapsn","RAPSN",FALSE,FALSE,TRUE
"8643","Prickle4","PRICKLE4",FALSE,FALSE,TRUE
"8644","Gm20906","SYCP3",TRUE,FALSE,FALSE
"8645","Ppp6r1","PPP6R1",FALSE,FALSE,TRUE
"8646","Chrna7","CHRNA7",FALSE,TRUE,FALSE
"8647","Mir542","MIR542",FALSE,FALSE,TRUE
"8648","Lacc1","LACC1",FALSE,FALSE,TRUE
"8649","Abcc3","ABCC3",FALSE,FALSE,TRUE
"8650","Zfyve21","ZFYVE21",FALSE,FALSE,TRUE
"8651","Tfr2","TFR2",FALSE,FALSE,TRUE
"8652","Gen1","GEN1",FALSE,FALSE,TRUE
"8653","Hes3","HES3",FALSE,FALSE,TRUE
"8654","Mgat4d","MGAT4D",FALSE,FALSE,TRUE
"8655","Aifm3","AIFM3",FALSE,FALSE,TRUE
"8656","Tvp23a","TVP23A",FALSE,FALSE,TRUE
"8657","Gm29582","SYCP3",TRUE,FALSE,FALSE
"8658","Magt1","MAGT1",FALSE,FALSE,TRUE
"8659","Tmem74","TMEM74",FALSE,FALSE,TRUE
"8660","Oxsr1","OXSR1",FALSE,FALSE,TRUE
"8661","Gm29276","SYCP3",TRUE,FALSE,FALSE
"8662","Eras","ERAS",FALSE,FALSE,TRUE
"8663","Terf2ip","TERF2IP",FALSE,FALSE,TRUE
"8664","Tmtc2","TMTC2",FALSE,FALSE,TRUE
"8665","Aspdh","ASPDH",FALSE,FALSE,TRUE
"8666","Slc2a2","SLC2A2",FALSE,FALSE,TRUE
"8667","Mir484","MIR484",FALSE,FALSE,TRUE
"8668","Ehf","EHF",FALSE,FALSE,TRUE
"8669","Gm20777","SPIN2A",TRUE,TRUE,FALSE
"8670","Mtrf1","MTRF1",FALSE,FALSE,TRUE
"8671","Fen1","FEN1",FALSE,FALSE,TRUE
"8672","Hdc","HDC",FALSE,FALSE,TRUE
"8673","Gm24595","SNORA11E",FALSE,TRUE,FALSE
"8674","Gm24595","SNORA11D",FALSE,TRUE,FALSE
"8675","Ank2","ANK2",FALSE,FALSE,TRUE
"8676","Snai2","SNAI2",FALSE,FALSE,TRUE
"8677","Camkk2","CAMKK2",FALSE,FALSE,TRUE
"8678","Trav10d","TRAV13-1",TRUE,TRUE,FALSE
"8679","Trav10d","TRAV13-2",TRUE,TRUE,FALSE
"8680","Mipol1","MIPOL1",FALSE,FALSE,TRUE
"8681","Hand1","HAND1",FALSE,FALSE,TRUE
"8682","Edc4","EDC4",FALSE,FALSE,TRUE
"8683","Frg1","FRG1",FALSE,FALSE,TRUE
"8684","Map9","MAP9",FALSE,FALSE,TRUE
"8685","Mastl","MASTL",FALSE,FALSE,TRUE
"8686","Mrpl21","MRPL21",FALSE,FALSE,TRUE
"8687","Psd2","PSD2",FALSE,FALSE,TRUE
"8688","Slc29a2","SLC29A2",FALSE,FALSE,TRUE
"8689","Arpp19","ARPP19",FALSE,FALSE,TRUE
"8690","Spink7","SPINK7",FALSE,FALSE,TRUE
"8691","Abcb1b","ABCB1",TRUE,FALSE,FALSE
"8692","Tyk2","TYK2",FALSE,FALSE,TRUE
"8693","Anxa8","ANXA8",FALSE,TRUE,FALSE
"8694","Anxa8","ANXA8L1",FALSE,TRUE,FALSE
"8695","Camk4","CAMK4",FALSE,FALSE,TRUE
"8696","Olfr66","OR51B4",FALSE,FALSE,TRUE
"8697","Cd151","CD151",FALSE,FALSE,TRUE
"8698","Rap1gds1","RAP1GDS1",FALSE,FALSE,TRUE
"8699","Setdb2","SETDB2",FALSE,FALSE,TRUE
"8700","Pex5","PEX5",FALSE,FALSE,TRUE
"8701","BC051142","TSBP1",FALSE,FALSE,TRUE
"8702","Gm7982","PRAMEF18",TRUE,TRUE,FALSE
"8703","Gm7982","PRAMEF2",TRUE,TRUE,FALSE
"8704","Gm7982","PRAMEF4",TRUE,TRUE,FALSE
"8705","Gm7982","PRAMEF13",TRUE,TRUE,FALSE
"8706","Gm7982","PRAMEF10",TRUE,TRUE,FALSE
"8707","Gm7982","PRAMEF11",TRUE,TRUE,FALSE
"8708","Gm7982","PRAMEF1",TRUE,TRUE,FALSE
"8709","Gm7982","PRAMEF6",TRUE,TRUE,FALSE
"8710","Gm7982","PRAMEF5",TRUE,TRUE,FALSE
"8711","Gm7982","PRAMEF33",TRUE,TRUE,FALSE
"8712","Gm7982","PRAMEF7",TRUE,TRUE,FALSE
"8713","Gm7982","PRAMEF8",TRUE,TRUE,FALSE
"8714","Spem1","SPEM1",FALSE,FALSE,TRUE
"8715","Ffar1","FFAR1",FALSE,FALSE,TRUE
"8716","Pcdh11x","PCDH11X",FALSE,TRUE,FALSE
"8717","Fam107b","FAM107B",FALSE,FALSE,TRUE
"8718","Ssna1","SSNA1",FALSE,FALSE,TRUE
"8719","Ccdc9","CCDC9",FALSE,FALSE,TRUE
"8720","Fsd1l","FSD1L",FALSE,FALSE,TRUE
"8721","Adm2","ADM2",FALSE,FALSE,TRUE
"8722","Mrpl46","MRPL46",FALSE,FALSE,TRUE
"8723","Arxes1","SPCS3",TRUE,FALSE,FALSE
"8724","Pdlim3","PDLIM3",FALSE,FALSE,TRUE
"8725","Rbfox2","RBFOX2",FALSE,FALSE,TRUE
"8726","Tacstd2","TACSTD2",FALSE,FALSE,TRUE
"8727","Pramel5","PRAMEF18",TRUE,TRUE,FALSE
"8728","Pramel5","PRAMEF2",TRUE,TRUE,FALSE
"8729","Pramel5","PRAMEF4",TRUE,TRUE,FALSE
"8730","Pramel5","PRAMEF13",TRUE,TRUE,FALSE
"8731","Pramel5","PRAMEF10",TRUE,TRUE,FALSE
"8732","Pramel5","PRAMEF11",TRUE,TRUE,FALSE
"8733","Pramel5","PRAMEF1",TRUE,TRUE,FALSE
"8734","Pramel5","PRAMEF6",TRUE,TRUE,FALSE
"8735","Pramel5","PRAMEF5",TRUE,TRUE,FALSE
"8736","Pramel5","PRAMEF33",TRUE,TRUE,FALSE
"8737","Pramel5","PRAMEF7",TRUE,TRUE,FALSE
"8738","Pramel5","PRAMEF8",TRUE,TRUE,FALSE
"8739","Fam81b","FAM81B",FALSE,FALSE,TRUE
"8740","Tulp4","TULP4",FALSE,FALSE,TRUE
"8741","Capns2","CAPNS2",FALSE,FALSE,TRUE
"8742","Mir192","MIR192",FALSE,FALSE,TRUE
"8743","Ms4a14","MS4A14",FALSE,FALSE,TRUE
"8744","Psmc5","PSMC5",FALSE,FALSE,TRUE
"8745","Rsph6a","RSPH6A",FALSE,FALSE,TRUE
"8746","Med9","MED9",FALSE,FALSE,TRUE
"8747","Tufm","TUFM",FALSE,FALSE,TRUE
"8748","Cbwd1","CBWD3",FALSE,TRUE,FALSE
"8749","Cbwd1","CBWD5",FALSE,TRUE,FALSE
"8750","Cbwd1","CBWD6",FALSE,TRUE,FALSE
"8751","Gpld1","GPLD1",FALSE,FALSE,TRUE
"8752","Ccdc81","CCDC81",FALSE,FALSE,TRUE
"8753","Topors","TOPORS",FALSE,FALSE,TRUE
"8754","Wdr72","WDR72",FALSE,FALSE,TRUE
"8755","Olfr685","OR52L1",FALSE,FALSE,TRUE
"8756","Las1l","LAS1L",FALSE,FALSE,TRUE
"8757","Bckdk","BCKDK",FALSE,FALSE,TRUE
"8758","Zdhhc20","ZDHHC20",FALSE,FALSE,TRUE
"8759","Trbv5","TRBV4-2",FALSE,TRUE,FALSE
"8760","Trbv5","TRBV4-1",FALSE,TRUE,FALSE
"8761","St3gal4","ST3GAL4",FALSE,FALSE,TRUE
"8762","Map3k5","MAP3K5",FALSE,FALSE,TRUE
"8763","Tas2r108","TAS2R4",FALSE,FALSE,TRUE
"8764","Brd1","BRD1",FALSE,FALSE,TRUE
"8765","Caln1","CALN1",FALSE,FALSE,TRUE
"8766","Ins1","INS",TRUE,FALSE,FALSE
"8767","Syp","SYP",FALSE,FALSE,TRUE
"8768","Grk4","GRK4",FALSE,FALSE,TRUE
"8769","Usp15","USP15",FALSE,FALSE,TRUE
"8770","Tomm20l","TOMM20L",FALSE,FALSE,TRUE
"8771","Kcnk4","KCNK4",FALSE,FALSE,TRUE
"8772","Osbpl6","OSBPL6",FALSE,FALSE,TRUE
"8773","Rfesd","RFESD",FALSE,FALSE,TRUE
"8774","Wee1","WEE1",FALSE,FALSE,TRUE
"8775","Supv3l1","SUPV3L1",FALSE,FALSE,TRUE
"8776","Tmem115","TMEM115",FALSE,FALSE,TRUE
"8777","Olfr65","OR51B6",TRUE,FALSE,FALSE
"8778","Sat2","SAT2",FALSE,FALSE,TRUE
"8779","Pak1ip1","PAK1IP1",FALSE,FALSE,TRUE
"8780","Rslcan18","ZNF195",TRUE,TRUE,FALSE
"8781","Rspo1","RSPO1",FALSE,FALSE,TRUE
"8782","Nyap1","NYAP1",FALSE,FALSE,TRUE
"8783","Ceacam15","CEACAM21",TRUE,FALSE,FALSE
"8784","Sftpa1","SFTPA2",FALSE,TRUE,FALSE
"8785","Sftpa1","SFTPA1",FALSE,TRUE,FALSE
"8786","Saal1","SAAL1",FALSE,FALSE,TRUE
"8787","Mir335","MIR335",FALSE,FALSE,TRUE
"8788","Gmps","GMPS",FALSE,FALSE,TRUE
"8789","Pafah2","PAFAH2",FALSE,FALSE,TRUE
"8790","Ambp","AMBP",FALSE,FALSE,TRUE
"8791","Ndufb4","NDUFB4",FALSE,FALSE,TRUE
"8792","Leo1","LEO1",FALSE,FALSE,TRUE
"8793","Cldn6","CLDN6",FALSE,FALSE,TRUE
"8794","Pxdc1","PXDC1",FALSE,FALSE,TRUE
"8795","Fibp","FIBP",FALSE,FALSE,TRUE
"8796","Kat7","KAT7",FALSE,FALSE,TRUE
"8797","Ldb1","LDB1",FALSE,FALSE,TRUE
"8798","Smim19","SMIM19",FALSE,FALSE,TRUE
"8799","Aven","AVEN",FALSE,FALSE,TRUE
"8800","Smc5","SMC5",FALSE,FALSE,TRUE
"8801","Tsga10","TSGA10",FALSE,FALSE,TRUE
"8802","Cc2d2b","CC2D2B",FALSE,FALSE,TRUE
"8803","Pop4","POP4",FALSE,FALSE,TRUE
"8804","Nap1l4","NAP1L4",FALSE,FALSE,TRUE
"8805","Ms4a2","MS4A2",FALSE,FALSE,TRUE
"8806","Spata31d1b","SPATA31D4",TRUE,TRUE,FALSE
"8807","Spata31d1b","SPATA31D3",TRUE,TRUE,FALSE
"8808","Gbe1","GBE1",FALSE,FALSE,TRUE
"8809","Angptl3","ANGPTL3",FALSE,FALSE,TRUE
"8810","Rps16","RPS16",FALSE,FALSE,TRUE
"8811","Bhmt2","BHMT2",FALSE,FALSE,TRUE
"8812","Prlr","PRLR",FALSE,FALSE,TRUE
"8813","Reg2","REG1A",TRUE,FALSE,FALSE
"8814","Hsd17b12","HSD17B12",FALSE,FALSE,TRUE
"8815","Cbx8","CBX8",FALSE,FALSE,TRUE
"8816","Odf3b","ODF3B",FALSE,FALSE,TRUE
"8817","Mrgpra6","MRGPRX4",TRUE,TRUE,FALSE
"8818","Ptprh","PTPRH",FALSE,FALSE,TRUE
"8819","Nup98","NUP98",FALSE,FALSE,TRUE
"8820","Epm2aip1","EPM2AIP1",FALSE,FALSE,TRUE
"8821","Fbxo43","FBXO43",FALSE,FALSE,TRUE
"8822","Eea1","EEA1",FALSE,FALSE,TRUE
"8823","Mtdh","MTDH",FALSE,FALSE,TRUE
"8824","Rtn2","RTN2",FALSE,FALSE,TRUE
"8825","Fhl2","FHL2",FALSE,FALSE,TRUE
"8826","Guca1b","GUCA1B",FALSE,FALSE,TRUE
"8827","Chrm5","CHRM5",FALSE,FALSE,TRUE
"8828","Ypel3","YPEL3",FALSE,FALSE,TRUE
"8829","Sdhd","SDHD",FALSE,FALSE,TRUE
"8830","Vax2","VAX2",FALSE,FALSE,TRUE
"8831","Nutm2","NUTM2G",FALSE,TRUE,FALSE
"8832","Nutm2","NUTM2D",FALSE,TRUE,FALSE
"8833","Nutm2","NUTM2F",FALSE,TRUE,FALSE
"8834","Ecscr","ECSCR",FALSE,FALSE,TRUE
"8835","Scn3b","SCN3B",FALSE,FALSE,TRUE
"8836","Paf1","PAF1",FALSE,FALSE,TRUE
"8837","Tbx4","TBX4",FALSE,FALSE,TRUE
"8838","Tmem189","PEDS1",FALSE,FALSE,TRUE
"8839","Tgs1","TGS1",FALSE,FALSE,TRUE
"8840","Ash2l","ASH2L",FALSE,FALSE,TRUE
"8841","Hivep2","HIVEP2",FALSE,FALSE,TRUE
"8842","Ifna1","IFNA5",TRUE,TRUE,FALSE
"8843","Ifna1","IFNA21",TRUE,TRUE,FALSE
"8844","Slc35a5","SLC35A5",FALSE,FALSE,TRUE
"8845","Siah1b","SIAH1",TRUE,FALSE,FALSE
"8846","Rlbp1","RLBP1",FALSE,FALSE,TRUE
"8847","Mip","MIP",FALSE,FALSE,TRUE
"8848","Elovl6","ELOVL6",FALSE,FALSE,TRUE
"8849","Atp6v0d2","ATP6V0D2",FALSE,FALSE,TRUE
"8850","Parp10","PARP10",FALSE,FALSE,TRUE
"8851","Vstm2a","VSTM2A",FALSE,FALSE,TRUE
"8852","Gm10230","SYCP3",TRUE,FALSE,FALSE
"8853","Insm2","INSM2",FALSE,FALSE,TRUE
"8854","Slc9a2","SLC9A2",FALSE,FALSE,TRUE
"8855","Homer1","HOMER1",FALSE,FALSE,TRUE
"8856","Plcxd2","PLCXD2",FALSE,FALSE,TRUE
"8857","Kif7","KIF7",FALSE,FALSE,TRUE
"8858","Epo","EPO",FALSE,FALSE,TRUE
"8859","Mir30d","MIR30D",FALSE,FALSE,TRUE
"8860","Armcx6","ARMCX6",FALSE,FALSE,TRUE
"8861","Fnta","FNTA",FALSE,FALSE,TRUE
"8862","Phf20l1","PHF20L1",FALSE,FALSE,TRUE
"8863","Trim72","TRIM72",FALSE,FALSE,TRUE
"8864","Tubb2b","TUBB2B",FALSE,FALSE,TRUE
"8865","Pigb","PIGB",FALSE,FALSE,TRUE
"8866","Actr1a","ACTR1A",FALSE,FALSE,TRUE
"8867","Prrt4","PRRT4",FALSE,FALSE,TRUE
"8868","Ube2r2","UBE2R2",FALSE,FALSE,TRUE
"8869","Slc18a3","SLC18A3",FALSE,FALSE,TRUE
"8870","Map4k2","MAP4K2",FALSE,FALSE,TRUE
"8871","Cbln3","CBLN3",FALSE,FALSE,TRUE
"8872","Rmdn3","RMDN3",FALSE,FALSE,TRUE
"8873","Lpo","LPO",FALSE,FALSE,TRUE
"8874","Sfmbt1","SFMBT1",FALSE,FALSE,TRUE
"8875","Pigyl","PIGY",FALSE,FALSE,TRUE
